seed,type,N,T,b₀ᵢ,β,ρ,σₐ,σᵤ,iterations,LL,V_norm_finalstep,V_norm_true,V
10,True,2,50,"[3.4105665015215996, -0.5408033548378681]","[1.0, 0.1]",0.85,1.0,1,,-Inf,,,
10,Sample,2,50,,,,18.347657118055157,17.720508986134455,,,,,
10,Estimated,2,50,"[4.892244586082751, 0.6889769591710557]","[0.8391012264640736, 0.1025770565600939]",0.749514100614586,0.45895852337044896,0.9939176843947419,10,-65.14843349425735,0.0,170.38684024764223,
1,True,2,50,"[-0.7058313895389791, 5.314767537831963]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
1,Sample,2,50,,,,618.047763295623,25.403635681799777,,,,,
1,Estimated,2,50,"[2.243815698366052, 8.27013777582946]","[1.5632470556348053, 0.08476674733101455]",0.5821534595369022,4.4922248229450545,1.1813579476891052,10,-152.0004124226104,4.0433381361726603e-7,2661.447491501133,
2,True,2,50,"[-0.05737244600260246, 17.35376213870901]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
2,Sample,2,50,,,,555.592758205119,22.566871440213898,,,,,
2,Estimated,2,50,"[-5.734551029171913, 11.40844849262277]","[1.259638920991873, 0.10432201344655617]",0.723024302647742,4.3266101411834414,1.079320819916788,6,-145.80392876058846,0.0,2236.560865354892,
3,True,2,50,"[-6.637635515551271, 13.632084599735597]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
3,Sample,2,50,,,,530.4899498439296,22.6072949567704,,,,,
3,Estimated,2,50,"[-7.282149561945002, 13.089434576270964]","[1.0433427559622444, 0.10394665042434983]",0.8423201290168371,4.3963116091216214,1.0308952762355708,8,-144.58109603209743,0.0,865.2063676448405,
4,True,2,50,"[17.07371258640649, 20.015123867881837]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
4,Sample,2,50,,,,815.9495611231296,21.856781672988525,,,,,
4,Estimated,2,50,"[5.262876928435769, 8.104625193800821]","[2.409105643761669, 0.07812838527946357]",0.7768558830925989,5.379328093046693,0.899759583784579,7,-147.14647492617814,0.0,1222.9249420401904,
5,True,2,50,"[0.17205046232868315, 12.623658511338068]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
5,Sample,2,50,,,,442.18918410769754,20.54236070230102,,,,,
5,Estimated,2,50,"[3.483615736242493, 15.923711372051041]","[0.5389790923734642, 0.1087454923374349]",0.7680740905314976,4.09599714320778,0.949088943284682,10,-136.61895850396138,4.0558283975404505e-5,2061.9402061192145,
6,True,2,50,"[-19.757885774187898, -0.9383409762557428]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
6,Sample,2,50,,,,537.7820615661453,20.431766648817117,,,,,
6,Estimated,2,50,"[-17.249897845932473, 1.5373832982709494]","[0.6430036735935656, 0.11116043737827803]",0.6569726633797868,4.41269533152048,1.014163138709955,9,-143.37206868504302,0.0,2491.407152511962,
7,True,2,50,"[-4.367936713637636, 19.856224858441557]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
7,Sample,2,50,,,,642.7863356759718,20.11942165667994,,,,,
7,Estimated,2,50,"[-9.429789648872164, 14.676928788556582]","[1.2421951672801121, 0.09533580568874836]",0.2667443816922625,4.237898921715965,1.0083388247859109,5,-140.6950605768133,0.0,3002.6580209568356,
8,True,2,50,"[-4.055422868676964, -0.2961763897970211]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
8,Sample,2,50,,,,648.4710106723085,18.531146188706717,,,,,
8,Estimated,2,50,"[-5.892712716689145, -1.8945838357779627]","[1.5206808443191846, 0.08946470880954034]",0.8140966259381923,4.904408416346123,1.0946773359184694,10,-152.84267071350124,1.65371030393277e-5,954.4197080597227,
9,True,2,50,"[-2.627578050175094, 0.2635232095248958]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
9,Sample,2,50,,,,668.4333491955431,17.832115469077355,,,,,
9,Estimated,2,50,"[-0.700022672810863, 2.4016899067919617]","[1.0916452003523216, 0.0977310552899136]",0.7457896060916206,5.0789407872301116,0.9160323848741474,10,-145.17359745027898,5.504934057063057e-7,1741.6579602619051,
10,True,2,50,"[3.4105665015215996, -0.5408033548378681]","[1.0, 0.1]",0.85,5.0,1,,-Inf,,,
10,Sample,2,50,,,,458.69142795137896,17.720508986134455,,,,,
10,Estimated,2,50,"[10.224897662009042, 6.021630035097364]","[-0.12137824218250552, 0.11989838511622]",0.5093047592032751,3.7957367608327974,0.9939176845544404,7,-134.81964908433693,0.0,2892.4068430908824,
1,True,2,50,"[-0.7058313895389791, 5.314767537831963]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
1,Sample,2,50,,,,2472.191053182492,25.403635681799777,,,,,
1,Estimated,2,50,"[6.7197386932100045, 12.74606077067343]","[2.040652168653382, 0.07082752382937406]",0.5585514644169164,9.084448783683488,1.1813579477916705,10,-186.42407539388424,0.0,10546.401505639276,
2,True,2,50,"[-0.05737244600260246, 17.35376213870901]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
2,Sample,2,50,,,,2222.371032820476,22.566871440213898,,,,,
2,Estimated,2,50,"[-10.672434197170679, 6.4705653246240065]","[1.3565721290424622, 0.1110659786814054]",0.702714917400749,8.7686509147643,1.0793208195803479,6,-180.29865631079647,0.0,9071.781600161708,
3,True,2,50,"[-6.637635515551271, 13.632084599735597]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
3,Sample,2,50,,,,2121.9597993757184,22.6072949567704,,,,,
3,Estimated,2,50,"[-7.67007125092909, 12.701512887286864]","[0.994844018015299, 0.10978337226721444]",0.8402383512809446,8.936659352181277,1.0308952759007495,8,-179.23385629611388,0.0,3339.055338806148,
4,True,2,50,"[17.07371258640649, 20.015123867881837]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
4,Sample,2,50,,,,3263.7982444925183,21.856781672988525,,,,,
4,Estimated,2,50,"[-7.279894990975999, -4.4381467256109435]","[3.8863191790273297, 0.055097403283643806]",0.7773547974756921,10.874779972806568,0.8997595843030427,8,-181.95858803877366,0.0,4544.415649578368,
5,True,2,50,"[0.17205046232868315, 12.623658511338068]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
5,Sample,2,50,,,,1768.7567364307902,20.54236070230102,,,,,
5,Estimated,2,50,"[7.425119457771541, 19.865215093580083]","[0.09644726762069476, 0.11716342482942343]",0.7567898176091926,8.262357666624876,0.9490889432077565,10,-170.9620254861459,4.379865943698206e-5,8318.59178714308,
6,True,2,50,"[-19.757885774187898, -0.9383409762557428]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
6,Sample,2,50,,,,2151.1282462645813,20.431766648817117,,,,,
6,Estimated,2,50,"[-15.646575458456773, 3.1407056857466245]","[0.26931840317112204, 0.12356554660918105]",0.6688277425263955,8.81637102050467,1.014163138800232,9,-177.37285527544913,0.0,9582.072242875343,
7,True,2,50,"[-4.367936713637636, 19.856224858441557]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
7,Sample,2,50,,,,2571.1453427038873,20.11942165667994,,,,,
7,Estimated,2,50,"[-12.163203100710971, 11.943515336717761]","[1.296164373071962, 0.09381541958206854]",0.2917958396431043,8.602178994684873,1.0083388248755278,6,-175.56456792019537,0.0,11664.188493973477,
8,True,2,50,"[-4.055422868676964, -0.2961763897970211]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
8,Sample,2,50,,,,2593.884042689234,18.531146188706717,,,,,
8,Estimated,2,50,"[-7.605985522722092, -3.607856641810917]","[2.064474855070317, 0.07778595655569141]",0.8103842943743853,9.90617611534515,1.094677335714003,10,-187.27697944102692,2.3516936185268423e-5,3866.519025448058,
9,True,2,50,"[-2.627578050175094, 0.2635232095248958]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
9,Sample,2,50,,,,2673.7333967821723,17.832115469077355,,,,,
9,Estimated,2,50,"[0.8292856798424825, 3.930998259445309]","[1.3070529994671019, 0.09268959450347529]",0.7403265333570145,10.209030662275428,0.9160323848409699,10,-179.64533903595378,0.0,6904.978464374961,
10,True,2,50,"[3.4105665015215996, -0.5408033548378681]","[1.0, 0.1]",0.85,10.0,1,,-Inf,,,
10,Sample,2,50,,,,1834.7657118055158,17.720508986134455,,,,,
10,Estimated,2,50,"[16.683578184956367, 12.48031055804468]","[-1.3222592850173456, 0.14181289252935037]",0.4671434587337469,7.610614054654243,0.993917684336481,6,-168.85774941446883,0.0,11443.003088748957,
1,True,2,50,"[-0.7058313895389791, 5.314767537831963]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
1,Sample,2,50,,,,24.721910531824914,0.2540363568179978,,,,,
1,Estimated,2,50,"[0.03672561905582221, 6.0578968614360145]","[1.104065216835826, 0.09708275238347573]",0.5585514642490117,0.9084448785023777,0.11813579502857117,10,43.83443390552033,0.0,105.4640150624277,
2,True,2,50,"[-0.05737244600260246, 17.35376213870901]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
2,Sample,2,50,,,,22.22371032820476,0.22566871440213904,,,,,
2,Estimated,2,50,"[-1.1188786211589385, 16.265442457260985]","[1.0356572129127353, 0.10110659786792221]",0.702714917590399,0.8768650914831786,0.1079320822600749,8,49.95985298860816,0.0,90.7178159649799,
3,True,2,50,"[-6.637635515551271, 13.632084599735597]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
3,Sample,2,50,,,,21.219597993757183,0.22607294956770402,,,,,
3,Estimated,2,50,"[-6.7408790901049835, 13.539027427474796]","[0.9994844018781629, 0.1009783372256168]",0.8402383510536201,0.8936659353386687,0.10308952791466343,10,51.02465300329067,5.246671128958685e-8,33.390553547867455,
4,True,2,50,"[17.07371258640649, 20.015123867881837]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
4,Sample,2,50,,,,32.63798244492519,0.21856781672988523,,,,,
4,Estimated,2,50,"[14.638351827642914, 17.569796807507235]","[1.2886319179326808, 0.09550974032867038]",0.7773547969913307,1.087477996890802,0.08997595872190213,10,48.299921260632594,3.7858161653526334e-8,45.44415680931045,
5,True,2,50,"[0.17205046232868315, 12.623658511338068]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
5,Sample,2,50,,,,17.6875673643079,0.20542360702301027,,,,,
5,Estimated,2,50,"[0.8973573630482757, 13.347814170737578]","[0.9096447266439613, 0.10171634248515415]",0.7567898176186482,0.826235766323806,0.09490889464195784,10,59.2964838132593,5.224363492542163e-7,83.1859178987334,
6,True,2,50,"[-19.757885774187898, -0.9383409762557428]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
6,Sample,2,50,,,,21.51128246264581,0.20431766648817123,,,,,
6,Estimated,2,50,"[-19.346754742871042, -0.5304363103117709]","[0.9269318403230282, 0.10235655466105095]",0.6688277427450133,0.8816371020774275,0.10141631418796596,9,52.885654023954785,0.0,95.82072239526161,
7,True,2,50,"[-4.367936713637636, 19.856224858441557]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
7,Sample,2,50,,,,25.711453427038876,0.20119421656679934,,,,,
7,Estimated,2,50,"[-5.147463352179037, 19.064953906435143]","[1.0296164372941374, 0.09938154195842097]",0.2917958391288869,0.8602178991540783,0.10083388277638389,7,54.693941379208084,0.0,116.64188495401052,
8,True,2,50,"[-4.055422868676964, -0.2961763897970211]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
8,Sample,2,50,,,,25.938840426892337,0.1853114618870672,,,,,
8,Estimated,2,50,"[-4.410479133960674, -0.6273444148776055]","[1.1064474855001103, 0.09777859565562871]",0.8103842946263043,0.9906176114255936,0.10946773387865386,10,42.981529858377655,4.987892819931916e-7,38.665190092792116,
9,True,2,50,"[-2.627578050175094, 0.2635232095248958]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
9,Sample,2,50,,,,26.737333967821723,0.17832115469077356,,,,,
9,Estimated,2,50,"[-2.281891677288271, 0.6302707144020023]","[1.0307052999651636, 0.09926895944994309]",0.7403265332944088,1.0209030663418734,0.09160323881832501,10,50.613170263450485,1.0927752091258601e-8,69.04978465142422,
10,True,2,50,"[3.4105665015215996, -0.5408033548378681]","[1.0, 0.1]",0.85,1,0.1,,-Inf,,,
10,Sample,2,50,,,,18.347657118055157,0.1772050898613446,,,,,
10,Estimated,2,50,"[4.737867669931666, 0.761308036516986]","[0.767774071497764, 0.10418128925287025]",0.4671434584204266,0.7610614056455443,0.09939176875688784,6,61.40075988493374,0.0,114.43003089224509,
1,True,2,50,"[-0.7058313895389791, 5.314767537831963]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
1,Sample,2,50,,,,24.721910531824914,25.403635681799777,,,,,
1,Estimated,2,50,"[-1.2001751661263202, 4.826146911337106]","[1.1683547078150986, 0.09616305724044528]",0.6912534298478031,0.5683444949155084,1.1813579478192922,8,-81.59146515994706,0.0,171.68023024097874,
2,True,2,50,"[-0.05737244600260246, 17.35376213870901]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
2,Sample,2,50,,,,22.22371032820476,22.566871440213898,,,,,
2,Estimated,2,50,"[-1.4063045359369448, 15.736694985857726]","[1.144952236542836, 0.09961289511185684]",0.8130165521789592,0.5028314495673417,1.0793208196144948,8,-75.14374030360221,0.0,120.15140892816746,
3,True,2,50,"[-6.637635515551271, 13.632084599735597]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
3,Sample,2,50,,,,21.219597993757183,22.6072949567704,,,,,
3,Estimated,2,50,"[-7.268146790063653, 13.103437348152312]","[1.1071427626163646, 0.09887673676560878]",0.8107258009756181,0.6438968165594217,1.0308952762482997,10,-74.54311257649184,0.0,115.03369542008076,
4,True,2,50,"[17.07371258640649, 20.015123867881837]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
4,Sample,2,50,,,,32.63798244492519,21.856781672988525,,,,,
4,Estimated,2,50,"[15.224077911400896, 18.065826176765956]","[1.2292630449090076, 0.096581974344258]",0.7228188991389287,1.0102653653055609,0.8997595838464895,7,-73.82534224647378,0.0,146.99525567829383,
5,True,2,50,"[0.17205046232868315, 12.623658511338068]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
5,Sample,2,50,,,,17.6875673643079,20.54236070230102,,,,,
5,Estimated,2,50,"[0.5163202016218897, 12.95641583743045]","[0.8782844055975981, 0.1022426259581106]",0.7999924823484735,0.6957339172613188,0.9490889431772358,10,-69.045331769879,0.00012043759830480902,128.7442721065775,
6,True,2,50,"[-19.757885774187898, -0.9383409762557428]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
6,Sample,2,50,,,,21.51128246264581,20.431766648817117,,,,,
6,Estimated,2,50,"[-18.457590403571555, 0.3296907406318361]","[0.9348075981142069, 0.10136865100171241]",0.5274375416806278,0.8156195166421695,1.0141631388478356,8,-73.87236816504536,0.0,197.22093980115199,
7,True,2,50,"[-4.367936713637636, 19.856224858441557]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
7,Sample,2,50,,,,25.711453427038876,20.11942165667994,,,,,
7,Estimated,2,50,"[-7.255865597032338, 16.850852840396435]","[1.1995002701563215, 0.09655249814427125]",0.4246048116348249,0.8092489216082722,1.0083388247755471,5,-72.4465889079545,0.0,205.12392952015753,
8,True,2,50,"[-4.055422868676964, -0.2961763897970211]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
8,Sample,2,50,,,,25.938840426892337,18.531146188706717,,,,,
8,Estimated,2,50,"[-4.404889956754769, -0.40676107584359]","[1.0832659327845073, 0.09874081867103446]",0.8131773653176496,0.6016846921189708,1.0946773360475712,10,-78.63002566218877,1.3136219621242443e-6,108.1397154332211,
9,True,2,50,"[-2.627578050175094, 0.2635232095248958]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
9,Sample,2,50,,,,26.737333967821723,17.832115469077355,,,,,
9,Estimated,2,50,"[-1.9211895592711612, 1.1805230203316623]","[0.9191181842245243, 0.1017666712110221]",0.7824746020975878,0.8987011614159167,0.9160323848601447,9,-72.32801956677075,0.0,121.96279358233039,
10,True,2,50,"[3.4105665015215996, -0.5408033548378681]","[1.0, 0.1]",0.85,1,1.0,,-Inf,,,
10,Sample,2,50,,,,18.347657118055157,17.720508986134455,,,,,
10,Estimated,2,50,"[4.892244586082751, 0.6889769591710557]","[0.8391012264640736, 0.1025770565600939]",0.749514100614586,0.45895852337044896,0.9939176843947419,10,-65.14843349425735,0.0,170.38684024764223,
1,True,2,50,"[-0.7058313895389791, 5.314767537831963]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
1,Sample,2,50,,,,24.721910531824914,635.0908920449945,,,,,
1,Estimated,2,50,"[-5.251142950370835, 0.7980717274625535]","[1.3227606672615857, 0.0944265075880379]",0.6232794375419793,0.010000000000000002,5.329865112742387,10,-222.99929290971443,3.4842700142744854e-9,2093.642818611341,
2,True,2,50,"[-0.05737244600260246, 17.35376213870901]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
2,Sample,2,50,,,,22.22371032820476,564.1717860053475,,,,,
2,Estimated,2,50,"[-4.022953956928452, 12.04750531319853]","[1.7392994915950413, 0.09126835348042742]",0.7498961999589505,0.010000000000000002,4.8611939850454124,10,-217.33801284411805,0.00015650615267338543,1657.1241184416222,
3,True,2,50,"[-6.637635515551271, 13.632084599735597]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
3,Sample,2,50,,,,21.219597993757183,565.1823739192599,,,,,
3,Estimated,2,50,"[-11.892157609215642, 8.886882620716692]","[1.8072438067382672, 0.08541414889212777]",0.564447227414274,0.010000000000000002,4.973562035622057,10,-214.73943920044246,3.876174696354787e-5,2270.310843079419,
4,True,2,50,"[17.07371258640649, 20.015123867881837]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
4,Sample,2,50,,,,32.63798244492519,546.419541824713,,,,,
4,Estimated,2,50,"[18.047274684340486, 20.49037088526441]","[0.9476180526608439, 0.10163695619156517]",0.48484049763980247,1.7585520741173035,4.4987979183197115,5,-209.27381473855493,0.0,2357.2652786263598,
5,True,2,50,"[0.17205046232868315, 12.623658511338068]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
5,Sample,2,50,,,,17.6875673643079,513.5590175575256,,,,,
5,Estimated,2,50,"[0.6532473225965574, 13.047293305601826]","[0.510110699934339, 0.10939231584480429]",0.7198409363508864,0.010000000000000002,4.660781899039365,10,-212.20856752085336,0.0012936468172299188,1899.8922397862937,
6,True,2,50,"[-19.757885774187898, -0.9383409762557428]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
6,Sample,2,50,,,,21.51128246264581,510.7941662204279,,,,,
6,Estimated,2,50,"[-14.524258181778581, 4.133968347509853]","[0.9378979144366397, 0.0980186860462234]",0.3431201314534139,0.010000000000000002,4.82067311921007,10,-208.3442065447043,3.0103591735490125e-6,2467.1832614285927,
7,True,2,50,"[-4.367936713637636, 19.856224858441557]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
7,Sample,2,50,,,,25.711453427038876,502.98554141699844,,,,,
7,Estimated,2,50,"[-14.484922016129147, 9.152023882697783]","[1.7726232471129049, 0.08708847541106594]",0.691033641286599,0.010000000000000002,4.729530671469469,10,-212.83656865432948,9.79347439734608e-5,2004.127502715575,
8,True,2,50,"[-4.055422868676964, -0.2961763897970211]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
8,Sample,2,50,,,,25.938840426892337,463.2786547176679,,,,,
8,Estimated,2,50,"[-4.203686718784496, 0.7499717702516255]","[1.0489702438232051, 0.10066793679597222]",0.5314420392762387,0.010000000000000002,4.721399695955195,10,-208.87307248578412,0.00012645079714126395,2344.0135403608388,
9,True,2,50,"[-2.627578050175094, 0.2635232095248958]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
9,Sample,2,50,,,,26.737333967821723,445.80288672693393,,,,,
9,Estimated,2,50,"[-0.20778810212020354, 3.7363697570939634]","[0.44685508008550096, 0.11200819333184688]",0.7667687625461587,0.010000000000000002,4.314334247363106,10,-205.94079508640388,8.654724327160028e-6,1750.1907117832322,
10,True,2,50,"[3.4105665015215996, -0.5408033548378681]","[1.0, 0.1]",0.85,1,5.0,,-Inf,,,
10,Sample,2,50,,,,18.347657118055157,443.01272465336143,,,,,
10,Estimated,2,50,"[6.280875574588326, 1.0700168654677364]","[1.1408320589127636, 0.0950635722155525]",0.7313805688937838,0.010000000000000002,4.378435974902847,10,-206.30672266665215,0.00033080623154318675,1928.966775946631,
1,True,2,50,"[-0.7058313895389791, 5.314767537831963]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
1,Sample,2,50,,,,24.721910531824914,2540.363568179978,,,,,
1,Estimated,2,50,"[-10.528787308038217, -4.450956879742384]","[1.5359150043537504, 0.09188638731576247]",0.6078753690510679,0.010000000000000002,10.642890459874613,10,-291.7855827499014,3.74261719808076e-5,8172.024787198736,
2,True,2,50,"[-0.05737244600260246, 17.35376213870901]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
2,Sample,2,50,,,,22.22371032820476,2256.68714402139,,,,,
2,Estimated,2,50,"[-7.640694628775998, 7.0890893267663575]","[2.51758890906021, 0.08016044989811087]",0.7328739410124497,0.010000000000000002,9.732117539005744,10,-286.2260775806218,4.8639745632795754e-5,6699.102949728774,
3,True,2,50,"[-6.637635515551271, 13.632084599735597]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
3,Sample,2,50,,,,21.219597993757183,2260.7294956770397,,,,,
3,Estimated,2,50,"[-16.975706406699526, 4.312653937878338]","[2.6262159793332054, 0.06945738306020748]",0.5199469381562959,0.010000000000000002,9.940139197561939,10,-283.10382789997243,0.0020031707332181484,8954.592718872618,
4,True,2,50,"[17.07371258640649, 20.015123867881837]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
4,Sample,2,50,,,,32.63798244492519,2185.678167298852,,,,,
4,Estimated,2,50,"[21.797377284519257, 23.742158404891743]","[0.5886313641012185, 0.10790146884901988]",0.46074385146863844,3.3668695485286873,8.997595834289298,5,-277.8282512355126,0.0,9162.019417232665,
5,True,2,50,"[0.17205046232868315, 12.623658511338068]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
5,Sample,2,50,,,,17.6875673643079,2054.2360702301025,,,,,
5,Estimated,2,50,"[0.6277106120817377, 12.964194529082889]","[0.06297551804058428, 0.11818108121716546]",0.6984999346989035,0.010000000000000002,9.321577404513722,10,-280.8995040834388,0.000929719312641197,7604.349105196919,
6,True,2,50,"[-19.757885774187898, -0.9383409762557428]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
6,Sample,2,50,,,,21.51128246264581,2043.1766648817115,,,,,
6,Estimated,2,50,"[-9.77987380782727, 8.717034452817524]","[0.9499942153201996, 0.09378382064848477]",0.3427639659257009,0.010000000000000002,9.50430356945954,10,-276.22402307544024,5.927594046341741e-8,9516.07948565028,
7,True,2,50,"[-4.367936713637636, 19.856224858441557]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
7,Sample,2,50,,,,25.711453427038876,2011.9421656679938,,,,,
7,Estimated,2,50,"[-23.357866919817216, -0.30813669424258805]","[2.4759996163710256, 0.07545879386102267]",0.7069098807690342,0.010000000000000002,9.335322429492992,10,-281.2897219695877,0.00030508258016239987,7459.763044825311,
8,True,2,50,"[-4.055422868676964, -0.2961763897970211]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
8,Sample,2,50,,,,25.938840426892337,1853.1146188706716,,,,,
8,Estimated,2,50,"[-4.593156824117997, 1.5549136750742996]","[1.0196897429443872, 0.10341999531289862]",0.4616827406079922,0.010000000000000002,9.324527132185493,10,-275.73126646610154,9.861042061558467e-9,9283.039681441283,
9,True,2,50,"[-2.627578050175094, 0.2635232095248958]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
9,Sample,2,50,,,,26.737333967821723,1783.2115469077357,,,,,
9,Estimated,2,50,"[1.9169347893882769, 6.91414924811661]","[-0.143173707392516, 0.12482103354311738]",0.7572041123589276,0.010000000000000002,8.551798000069093,10,-274.0543852540324,0.0005480333156585067,6934.252761768652,
10,True,2,50,"[3.4105665015215996, -0.5408033548378681]","[1.0, 0.1]",0.85,1,10.0,,-Inf,,,
10,Sample,2,50,,,,18.347657118055157,1772.0508986134457,,,,,
10,Estimated,2,50,"[8.094258232635251, 1.6239106707535358]","[1.518625063255802, 0.08555776939629502]",0.7200767050658239,0.010000000000000002,8.74681203052302,10,-275.16605624488915,0.00029030069699307573,7558.516819955366,
1,True,2,5,"[-0.7058313895389791, 5.314767537831963]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
1,Sample,2,5,,,,3.2539872296752925,1.1996344268856647,,,,,
1,Estimated,2,5,"[-4.82899094319042, 1.2071227815392191]","[3.6580677205803926, -0.08403232043013838]",0.00010000000000000002,0.0001000000000000041,0.4568902254531001,8,2.8331210666426756,2.825036753760902e-22,51.80990160794606,
2,True,2,5,"[-0.05737244600260246, 17.35376213870901]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
2,Sample,2,5,,,,1.981774309145023,2.192524417396976,,,,,
2,Estimated,2,5,"[-1.4214898539758114, 17.17519307441502]","[0.4515869740516322, 0.2439616736265624]",0.00010000000000000002,0.32008661492186824,0.5886058893452794,9,-0.861624756501767,0.0,51.38039422261913,
3,True,2,5,"[-6.637635515551271, 13.632084599735597]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
3,Sample,2,5,,,,2.926476988572934,0.44253145282935263,,,,,
3,Estimated,2,5,"[-6.996030250545692, 13.454014804020998]","[1.187708355413139, 0.03492430360946421]",0.00010000000000000002,0.3907421714207885,0.40018230210672806,10,1.4907577688695897,7.013301856762508e-13,51.49838584736388,
4,True,2,5,"[17.07371258640649, 20.015123867881837]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
4,Sample,2,5,,,,1.097281101346487,1.892075849463779,,,,,
4,Estimated,2,5,"[14.308319212484292, 17.41391937716543]","[1.124836173510705, 0.14392701339823272]",0.00010000000000000002,0.00010000000000000166,0.6805288133747861,10,-1.1511488727352401,1.5272125649396468e-12,51.48104307803078,
5,True,2,5,"[0.17205046232868315, 12.623658511338068]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
5,Sample,2,5,,,,1.6656982549045574,1.998504063828674,,,,,
5,Estimated,2,5,"[-0.3717741219367662, 11.269183012898061]","[3.072134888433628, -0.27886572743673566]",0.00010000000000000002,0.5574069716360155,0.43312123336542563,10,-0.28641818793230645,5.4070500787441264e-11,51.08134260191039,
6,True,2,5,"[-19.757885774187898, -0.9383409762557428]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
6,Sample,2,5,,,,0.6484523164493253,1.8113648850689295,,,,,
6,Estimated,2,5,"[-22.03357467355487, -2.2720868225400856]","[2.1305226316299892, -0.02603230214052722]",0.00010000000000000002,0.00010000000000000079,0.8190563815250578,9,-3.0039765201521007,0.0,51.22028332205873,
7,True,2,5,"[-4.367936713637636, 19.856224858441557]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
7,Sample,2,5,,,,2.0406787191970754,2.7688742779439206,,,,,
7,Estimated,2,5,"[-8.37841302084461, 16.116793320406053]","[4.23246103946196, -0.4935283152873572]",0.00010000000000000002,0.00010000000000000842,0.7379268311116948,4,-1.9608939977565796,1.750509608481026e-18,51.37800112105722,
8,True,2,5,"[-4.055422868676964, -0.2961763897970211]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
8,Sample,2,5,,,,2.5538328089532243,2.037588527890322,,,,,
8,Estimated,2,5,"[-8.550555876156793, -4.194555581586623]","[3.099955607099676, -0.05338212699926619]",0.00010000000000000002,0.00010000000000000013,0.851027372196364,10,-3.3868901670771425,5.504986900765168e-13,51.15440783951905,
9,True,2,5,"[-2.627578050175094, 0.2635232095248958]","[1.0, 0.1]",0.85,1,1,,-Inf,,,
